iq,final_score,attempts,passed,scenario
113.78966139442878,0.3,1,0,Baseline
94.62961011507367,0.5,1,1,Baseline
107.06274168343258,0.7,1,1,Baseline
76.99112335925602,0.3,1,0,Baseline
85.72221771733503,0.3,1,0,Baseline
117.95911798331822,0.2,1,0,Baseline
108.98899166955671,0.5,1,1,Baseline
137.770370474275,0.2,1,0,Baseline
73.91347940653438,0.4,1,0,Baseline
142.61389554053622,0.5,1,1,Baseline
95.04010870995654,0.4,1,0,Baseline
124.7197202827029,0.3,1,0,Baseline
85.92225009893424,0.4,1,0,Baseline
90.5944022835569,0.5,1,1,Baseline
97.53820700444078,0.5,1,1,Baseline
73.18875985110417,0.3,1,0,Baseline
90.05231183393587,0.4,1,0,Baseline
88.85681814648682,0.3,1,0,Baseline
95.66109941214013,0.7,1,1,Baseline
99.53141936142259,0.2,1,0,Baseline
96.47995678477665,0.2,1,0,Baseline
77.94145031878615,0.3,1,0,Baseline
101.13985034191546,0.2,1,0,Baseline
98.53791762894792,0.4,1,0,Baseline
85.53392806480052,0.3,1,0,Baseline
97.23088047538329,0.3,1,0,Baseline
92.72802518841152,0.4,1,0,Baseline
133.95080536834612,0.5,1,1,Baseline
109.66563336981511,0.5,1,1,Baseline
120.17956721515993,0.4,1,0,Baseline
109.18388893772764,0.4,1,0,Baseline
104.34390907386287,0.5,1,1,Baseline
85.56058167095375,0.1,1,0,Baseline
118.71073638115593,0.6,1,1,Baseline
123.79985071334092,0.4,1,0,Baseline
78.62734436042726,0.4,1,0,Baseline
116.93633904893456,0.4,1,0,Baseline
90.80949674917281,0.5,1,1,Baseline
116.30188578728341,0.5,1,1,Baseline
85.11487089059067,0.5,1,1,Baseline
109.94873892889419,0.6,1,1,Baseline
99.32104780052171,0.6,1,1,Baseline
76.80201321530562,0.4,1,0,Baseline
100.09186943138106,0.3,1,0,Baseline
107.08162701312182,0.5,1,1,Baseline
85.30419800228624,0.4,1,0,Baseline
82.6281064670034,0.4,1,0,Baseline
101.96895519936031,0.1,1,0,Baseline
106.56383918773791,0.5,1,1,Baseline
87.89999322661603,0.5,1,1,Baseline
131.59609050178062,0.3,1,0,Baseline
97.6804108079394,0.2,1,0,Baseline
100.32317022308536,0.5,1,1,Baseline
98.69427960257481,0.7,1,1,Baseline
98.85946039255563,0.5,1,1,Baseline
82.84256646021113,0.4,1,0,Baseline
79.46025795465202,0.2,1,0,Baseline
97.29804464843087,0.3,1,0,Baseline
99.79424166600508,0.2,1,0,Baseline
104.76473431091338,0.6,1,1,Baseline
84.9012326258145,0.3,1,0,Baseline
103.17315858721115,0.5,1,1,Baseline
107.19228554859501,0.5,1,1,Baseline
100.36293726891707,0.4,1,0,Baseline
98.53691994951657,0.5,1,1,Baseline
94.38567422506388,0.1,1,0,Baseline
89.43919347041228,0.3,1,0,Baseline
71.94473353516057,0.5,1,1,Baseline
97.29150730971728,0.4,1,0,Baseline
87.91540220155933,0.3,1,0,Baseline
99.93957099492171,0.4,1,0,Baseline
97.08832774216846,0.1,1,0,Baseline
74.42474201132644,0.1,1,0,Baseline
94.57260044658115,0.5,1,1,Baseline
117.48126901718818,0.5,1,1,Baseline
86.61632956377407,0.4,1,0,Baseline
115.7914847912116,0.3,1,0,Baseline
91.9667791057406,0.2,1,0,Baseline
105.6495192109026,0.8,1,1,Baseline
78.6551065550505,0.2,1,0,Baseline
76.36523107082755,0.3,1,0,Baseline
92.64449757552845,0.5,1,1,Baseline
88.80944066475168,0.1,1,0,Baseline
115.90125407949502,0.3,1,0,Baseline
108.3945894108511,0.3,1,0,Baseline
87.7408079452043,0.6,1,1,Baseline
76.47492688829247,0.2,1,0,Baseline
78.15250842919158,0.4,1,0,Baseline
94.40140136638033,0.8,1,1,Baseline
139.85749333369947,0.4,1,0,Baseline
115.80848076270117,0.4,1,0,Baseline
100.44916203945918,0.3,1,0,Baseline
104.91852137450118,0.1,1,0,Baseline
90.09257058294584,0.5,1,1,Baseline
113.91347658490888,0.5,1,1,Baseline
94.50945150437619,0.3,1,0,Baseline
93.1876375317515,0.5,1,1,Baseline
94.88858374036451,0.4,1,0,Baseline
116.64873402341492,0.6,1,1,Baseline
107.67287517048428,0.2,1,0,Baseline
